ID_Treinamento;ID_Funcionario;Nome_Treinamento;Categoria;Carga_Horaria_h;Data_Inicio;Data_Fim;Status;Nota_Final;Modalidade;Duracao_Dias;flag_data_invalida
TR-000856;FUNC-0390;Gestão de Conflitos;Comportamental;8;2023-09-07;2023-09-08;Concluído;7,6;Presencial;1;False
TR-000857;FUNC-0390;Gestão Ágil de Projetos;Técnico;24;2022-12-21;2022-12-24;Concluído;8,3;Híbrido;3;False
TR-000858;FUNC-0390;Gestão Ágil de Projetos;Técnico;24;2021-12-11;2021-12-14;Concluído;5,9;Híbrido;3;False
TR-000859;FUNC-0390;Power BI do Zero ao Avançado;Técnico;20;2020-11-13;2020-11-15;Não Concluído;;EAD;2;False
TR-000860;FUNC-0391;Comunicação Não-Violenta;Comportamental;8;2024-02-20;2024-02-21;Concluído;8,9;Presencial;1;False
TR-000861;FUNC-0391;LGPD na Prática;Compliance;4;2024-06-29;2024-06-30;Concluído;9,5;EAD;1;False
TR-000862;FUNC-0392;Vendas Consultivas B2B;Técnico;16;2024-01-02;2024-01-04;Não Concluído;;Presencial;2;False
TR-000863;FUNC-0392;Onboarding Corporativo;Institucional;8;2022-02-27;2022-02-28;Concluído;7,4;Híbrido;1;False
TR-000864;FUNC-0392;Gestão Ágil de Projetos;Técnico;24;2024-10-15;2024-10-18;Em Andamento;;Híbrido;3;False
TR-000865;FUNC-0393;Finanças para Não Financeiros;Técnico;12;2024-10-24;2024-10-25;Não Concluído;;EAD;1;False
TR-000866;FUNC-0393;Inglês Corporativo;Idioma;60;2024-08-10;2024-08-17;Em Andamento;;EAD;7;False
TR-000867;FUNC-0393;Inglês Corporativo;Idioma;60;2024-10-08;2024-10-15;Não Concluído;;EAD;7;False
TR-000868;FUNC-0394;Python para Análise de Dados;Técnico;40;2022-11-21;2022-11-26;Em Andamento;;EAD;5;False
TR-000869;FUNC-0394;Power BI do Zero ao Avançado;Técnico;20;2023-02-02;2023-02-04;Concluído;8,8;EAD;2;False
TR-000870;FUNC-0395;Gestão Ágil de Projetos;Técnico;24;2022-04-26;2022-04-29;Concluído;6,0;Híbrido;3;False
TR-000871;FUNC-0395;Python para Análise de Dados;Técnico;40;2022-01-08;2022-01-13;Concluído;10,0;EAD;5;False
TR-000872;FUNC-0396;LGPD na Prática;Compliance;4;2024-11-03;2024-11-04;Concluído;8,3;EAD;1;False
TR-000873;FUNC-0396;Python para Análise de Dados;Técnico;40;2024-07-12;2024-07-17;Concluído;7,2;EAD;5;False
TR-000874;FUNC-0396;LGPD na Prática;Compliance;4;2024-08-25;2024-08-26;Concluído;8,6;EAD;1;False
TR-000875;FUNC-0398;Segurança do Trabalho NR-35;Obrigatório;4;2024-05-14;2024-05-15;Concluído;7,9;Presencial;1;False
TR-000876;FUNC-0399;Comunicação Não-Violenta;Comportamental;8;2023-12-10;2023-12-11;Concluído;6,5;Presencial;1;False
TR-000877;FUNC-0400;Liderança Situacional;Comportamental;16;2024-10-05;2024-10-07;Concluído;5,7;Presencial;2;False
TR-000878;FUNC-0400;Liderança Situacional;Comportamental;16;2024-09-18;2024-09-20;Concluído;9,6;Presencial;2;False
TR-000879;FUNC-0402;Design Thinking;Técnico;16;2017-07-19;2017-07-21;Concluído;5,9;Híbrido;2;False
TR-000880;FUNC-0402;Comunicação Não-Violenta;Comportamental;8;2023-02-23;2023-02-24;Em Andamento;;Presencial;1;False
TR-000881;FUNC-0402;Programa de Desenvolvimento de Líderes;Comportamental;40;2023-10-10;2023-10-15;Em Andamento;;Presencial;5;False
TR-000882;FUNC-0403;Vendas Consultivas B2B;Técnico;16;2024-10-01;2024-10-03;Concluído;8,0;Presencial;2;False
TR-000883;FUNC-0404;Python para Análise de Dados;Técnico;40;2020-01-09;2020-01-14;Concluído;5,9;EAD;5;False
TR-000884;FUNC-0404;Power BI do Zero ao Avançado;Técnico;20;2021-02-13;2021-02-15;Concluído;7,8;EAD;2;False
TR-000885;FUNC-0404;Excel Avançado;Técnico;8;2021-01-05;2021-01-06;Não Concluído;;EAD;1;False
TR-000886;FUNC-0404;Excel Avançado;Técnico;8;2021-02-04;2021-02-05;Não Concluído;;EAD;1;False
TR-000887;FUNC-0405;Segurança do Trabalho NR-35;Obrigatório;4;2024-04-05;2024-04-06;Não Concluído;;Presencial;1;False
TR-000888;FUNC-0407;Python para Análise de Dados;Técnico;40;2023-02-20;2023-02-25;Não Concluído;;EAD;5;False
TR-000889;FUNC-0407;Finanças para Não Financeiros;Técnico;12;2019-08-24;2019-08-25;Concluído;9,1;EAD;1;False
TR-000890;FUNC-0408;Python para Análise de Dados;Técnico;40;2020-08-22;2020-08-27;Não Concluído;;EAD;5;False
TR-000891;FUNC-0410;Design Thinking;Técnico;16;2023-08-14;2023-08-16;Concluído;8,8;Híbrido;2;False
TR-000892;FUNC-0410;Finanças para Não Financeiros;Técnico;12;2022-04-24;2022-04-25;Não Concluído;;EAD;1;False
TR-000893;FUNC-0411;Gestão de Conflitos;Comportamental;8;2024-10-15;2024-10-16;Não Concluído;;Presencial;1;False
TR-000894;FUNC-0411;Vendas Consultivas B2B;Técnico;16;2024-09-17;2024-09-19;Não Concluído;;Presencial;2;False
TR-000895;FUNC-0412;Python para Análise de Dados;Técnico;40;2019-06-04;2019-06-09;Concluído;9,9;EAD;5;False
TR-000896;FUNC-0413;Finanças para Não Financeiros;Técnico;12;2024-09-04;2024-09-05;Em Andamento;;EAD;1;False
TR-000897;FUNC-0413;Finanças para Não Financeiros;Técnico;12;2024-09-02;2024-09-03;Concluído;6,7;EAD;1;False
TR-000898;FUNC-0414;Segurança do Trabalho NR-35;Obrigatório;4;2023-12-23;2023-12-24;Não Concluído;;Presencial;1;False
TR-000899;FUNC-0414;Inglês Corporativo;Idioma;60;2024-11-07;2024-11-14;Concluído;8,0;EAD;7;False
TR-000900;FUNC-0415;LGPD na Prática;Compliance;4;2022-12-24;2022-12-25;Em Andamento;;EAD;1;False
TR-000901;FUNC-0415;Programa de Desenvolvimento de Líderes;Comportamental;40;2021-03-25;2021-03-30;Concluído;5,8;Presencial;5;False
TR-000902;FUNC-0416;Python para Análise de Dados;Técnico;40;2024-03-09;2024-03-14;Concluído;8,3;EAD;5;False
TR-000903;FUNC-0416;Liderança Situacional;Comportamental;16;2024-08-11;2024-08-13;Não Concluído;;Presencial;2;False
TR-000904;FUNC-0417;Finanças para Não Financeiros;Técnico;12;2023-08-30;2023-08-31;Não Concluído;;EAD;1;False
TR-000905;FUNC-0417;Segurança do Trabalho NR-35;Obrigatório;4;2021-03-11;2021-03-12;Concluído;9,7;Presencial;1;False
TR-000906;FUNC-0417;Onboarding Corporativo;Institucional;8;2023-10-28;2023-10-29;Concluído;7,5;Híbrido;1;False
TR-000907;FUNC-0418;Power BI do Zero ao Avançado;Técnico;20;2020-05-22;2020-05-24;Concluído;9,6;EAD;2;False
TR-000908;FUNC-0418;Finanças para Não Financeiros;Técnico;12;2024-09-03;2024-09-04;Concluído;7,9;EAD;1;False
TR-000909;FUNC-0418;Gestão de Conflitos;Comportamental;8;2021-05-25;2021-05-26;Concluído;9,7;Presencial;1;False
TR-000910;FUNC-0418;Design Thinking;Técnico;16;2022-07-19;2022-07-21;Concluído;7,1;Híbrido;2;False
TR-000911;FUNC-0422;Finanças para Não Financeiros;Técnico;12;2024-06-15;2024-06-16;Concluído;5,9;EAD;1;False
TR-000912;FUNC-0422;Vendas Consultivas B2B;Técnico;16;2024-07-02;2024-07-04;Concluído;9,7;Presencial;2;False
TR-000913;FUNC-0422;Comunicação Não-Violenta;Comportamental;8;2024-04-29;2024-04-30;Não Concluído;;Presencial;1;False
TR-000914;FUNC-0422;Onboarding Corporativo;Institucional;8;2024-08-08;2024-08-09;Concluído;9,4;Híbrido;1;False
TR-000915;FUNC-0423;Power BI do Zero ao Avançado;Técnico;20;2024-11-04;2024-11-06;Concluído;7,0;EAD;2;False
TR-000916;FUNC-0424;Excel Avançado;Técnico;8;2024-05-22;2024-05-23;Concluído;7,2;EAD;1;False
TR-000917;FUNC-0424;Liderança Situacional;Comportamental;16;2023-06-30;2023-07-02;Concluído;8,4;Presencial;2;False
TR-000918;FUNC-0424;Comunicação Não-Violenta;Comportamental;8;2024-06-14;2024-06-15;Não Concluído;;Presencial;1;False
TR-000919;FUNC-0424;Power BI do Zero ao Avançado;Técnico;20;2024-01-06;2024-01-08;Concluído;7,1;EAD;2;False
TR-000920;FUNC-0424;Python para Análise de Dados;Técnico;40;2022-11-13;2022-11-18;Concluído;7,5;EAD;5;False
TR-000921;FUNC-0425;Onboarding Corporativo;Institucional;8;2024-09-01;2024-09-02;Concluído;9,7;Híbrido;1;False
TR-000922;FUNC-0425;Gestão Ágil de Projetos;Técnico;24;2024-05-16;2024-05-19;Concluído;7,7;Híbrido;3;False
TR-000923;FUNC-0426;Comunicação Não-Violenta;Comportamental;8;2020-12-21;2020-12-22;Concluído;8,4;Presencial;1;False
TR-000924;FUNC-0426;LGPD na Prática;Compliance;4;2023-07-19;2023-07-20;Concluído;6,3;EAD;1;False
TR-000925;FUNC-0426;Inglês Corporativo;Idioma;60;2024-03-07;2024-03-14;Não Concluído;;EAD;7;False
TR-000926;FUNC-0427;Excel Avançado;Técnico;8;2021-05-17;2021-05-18;Concluído;9,6;EAD;1;False
TR-000927;FUNC-0427;Segurança do Trabalho NR-35;Obrigatório;4;2023-06-09;2023-06-10;Concluído;10,0;Presencial;1;False
TR-000928;FUNC-0427;Onboarding Corporativo;Institucional;8;2023-05-07;2023-05-08;Concluído;6,5;Híbrido;1;False
TR-000929;FUNC-0429;Gestão Ágil de Projetos;Técnico;24;2023-05-31;2023-06-03;Concluído;8,7;Híbrido;3;False
TR-000930;FUNC-0429;LGPD na Prática;Compliance;4;2020-03-07;2020-03-08;Concluído;7,7;EAD;1;False
TR-000931;FUNC-0429;Segurança do Trabalho NR-35;Obrigatório;4;2019-07-02;2019-07-03;Concluído;6,4;Presencial;1;False
TR-000932;FUNC-0433;Comunicação Não-Violenta;Comportamental;8;2023-04-20;2023-04-21;Em Andamento;;Presencial;1;False
TR-000933;FUNC-0433;Power BI do Zero ao Avançado;Técnico;20;2021-09-12;2021-09-14;Concluído;8,5;EAD;2;False
TR-000934;FUNC-0433;LGPD na Prática;Compliance;4;2020-01-29;2020-01-30;Concluído;7,9;EAD;1;False
TR-000935;FUNC-0433;Design Thinking;Técnico;16;2023-03-15;2023-03-17;Concluído;5,9;Híbrido;2;False
TR-000936;FUNC-0434;Comunicação Não-Violenta;Comportamental;8;2024-09-02;2024-09-03;Concluído;6,3;Presencial;1;False
TR-000937;FUNC-0434;Design Thinking;Técnico;16;2023-12-07;2023-12-09;Em Andamento;;Híbrido;2;False
TR-000938;FUNC-0434;Design Thinking;Técnico;16;2024-07-06;2024-07-08;Concluído;7,6;Híbrido;2;False
TR-000939;FUNC-0435;Liderança Situacional;Comportamental;16;2024-03-17;2024-03-19;Não Concluído;;Presencial;2;False
TR-000940;FUNC-0435;Design Thinking;Técnico;16;2024-07-16;2024-07-18;Concluído;9,6;Híbrido;2;False
TR-000941;FUNC-0435;Gestão de Conflitos;Comportamental;8;2024-07-09;2024-07-10;Em Andamento;;Presencial;1;False
TR-000942;FUNC-0436;Segurança do Trabalho NR-35;Obrigatório;4;2024-10-26;2024-10-27;Concluído;8,4;Presencial;1;False
TR-000943;FUNC-0436;Finanças para Não Financeiros;Técnico;12;2022-01-13;2022-01-14;Concluído;6,8;EAD;1;False
TR-000944;FUNC-0437;Inglês Corporativo;Idioma;60;2024-05-23;2024-05-30;Concluído;8,7;EAD;7;False
TR-000945;FUNC-0437;Vendas Consultivas B2B;Técnico;16;2024-06-26;2024-06-28;Não Concluído;;Presencial;2;False
TR-000946;FUNC-0438;Excel Avançado;Técnico;8;2024-11-06;2024-11-07;Em Andamento;;EAD;1;False
TR-000947;FUNC-0439;Vendas Consultivas B2B;Técnico;16;2023-04-01;2023-04-03;Concluído;5,7;Presencial;2;False
TR-000948;FUNC-0439;Gestão de Conflitos;Comportamental;8;2024-02-21;2024-02-22;Concluído;8,0;Presencial;1;False
TR-000949;FUNC-0441;Vendas Consultivas B2B;Técnico;16;2022-06-08;2022-06-10;Concluído;7,5;Presencial;2;False
TR-000950;FUNC-0442;Liderança Situacional;Comportamental;16;2018-12-26;2018-12-28;Concluído;6,3;Presencial;2;False
TR-000951;FUNC-0443;Segurança do Trabalho NR-35;Obrigatório;4;2024-10-15;2024-10-16;Concluído;5,6;Presencial;1;False
TR-000952;FUNC-0443;Liderança Situacional;Comportamental;16;2024-09-06;2024-09-08;Em Andamento;;Presencial;2;False
TR-000953;FUNC-0443;Comunicação Não-Violenta;Comportamental;8;2024-07-27;2024-07-28;Em Andamento;;Presencial;1;False
TR-000954;FUNC-0443;Liderança Situacional;Comportamental;16;2024-11-28;2024-11-30;Em Andamento;;Presencial;2;False
TR-000955;FUNC-0446;Gestão Ágil de Projetos;Técnico;24;2020-07-21;2020-07-24;Concluído;8,4;Híbrido;3;False
TR-000956;FUNC-0446;Python para Análise de Dados;Técnico;40;2022-04-17;2022-04-22;Concluído;5,9;EAD;5;False
TR-000957;FUNC-0447;Power BI do Zero ao Avançado;Técnico;20;2023-12-08;2023-12-10;Não Concluído;;EAD;2;False
TR-000958;FUNC-0447;Power BI do Zero ao Avançado;Técnico;20;2021-06-25;2021-06-27;Não Concluído;;EAD;2;False
TR-000959;FUNC-0447;Vendas Consultivas B2B;Técnico;16;2020-04-19;2020-04-21;Não Concluído;;Presencial;2;False
TR-000960;FUNC-0448;Gestão de Conflitos;Comportamental;8;2021-05-27;2021-05-28;Concluído;6,4;Presencial;1;False
TR-000961;FUNC-0449;Inglês Corporativo;Idioma;60;2024-10-14;2024-10-21;Concluído;8,3;EAD;7;False
TR-000962;FUNC-0449;Programa de Desenvolvimento de Líderes;Comportamental;40;2024-11-30;2024-12-05;Concluído;8,6;Presencial;5;False
TR-000963;FUNC-0449;Finanças para Não Financeiros;Técnico;12;2024-11-02;2024-11-03;Concluído;9,1;EAD;1;False
TR-000964;FUNC-0449;Excel Avançado;Técnico;8;2024-10-19;2024-10-20;Concluído;8,4;EAD;1;False
TR-000965;FUNC-0450;Comunicação Não-Violenta;Comportamental;8;2023-11-10;2023-11-11;Concluído;9,3;Presencial;1;False
TR-000966;FUNC-0450;Liderança Situacional;Comportamental;16;2023-03-19;2023-03-21;Concluído;7,2;Presencial;2;False
TR-000967;FUNC-0450;Vendas Consultivas B2B;Técnico;16;2024-01-09;2024-01-11;Concluído;6,0;Presencial;2;False
TR-000968;FUNC-0450;LGPD na Prática;Compliance;4;2023-10-01;2023-10-02;Concluído;5,7;EAD;1;False
TR-000969;FUNC-0450;Liderança Situacional;Comportamental;16;2023-12-05;2023-12-07;Concluído;8,1;Presencial;2;False
TR-000970;FUNC-0451;Inglês Corporativo;Idioma;60;2022-01-08;2022-01-15;Concluído;9,5;EAD;7;False
TR-000971;FUNC-0451;Gestão de Conflitos;Comportamental;8;2022-04-12;2022-04-13;Concluído;6,3;Presencial;1;False
TR-000972;FUNC-0452;Comunicação Não-Violenta;Comportamental;8;2024-12-01;2024-12-02;Não Concluído;;Presencial;1;False
TR-000973;FUNC-0452;Liderança Situacional;Comportamental;16;2024-11-19;2024-11-21;Concluído;8,2;Presencial;2;False
TR-000974;FUNC-0452;Programa de Desenvolvimento de Líderes;Comportamental;40;2024-11-21;2024-11-26;Concluído;8,5;Presencial;5;False
TR-000975;FUNC-0453;Gestão Ágil de Projetos;Técnico;24;2024-07-16;2024-07-19;Concluído;5,9;Híbrido;3;False
TR-000976;FUNC-0454;Programa de Desenvolvimento de Líderes;Comportamental;40;2022-06-26;2022-07-01;Concluído;7,5;Presencial;5;False
TR-000977;FUNC-0455;Gestão de Conflitos;Comportamental;8;2024-04-08;2024-04-09;Concluído;8,3;Presencial;1;False
TR-000978;FUNC-0455;Inglês Corporativo;Idioma;60;2023-12-03;2023-12-10;Concluído;7,6;EAD;7;False
TR-000979;FUNC-0455;Power BI do Zero ao Avançado;Técnico;20;2024-09-22;2024-09-24;Não Concluído;;EAD;2;False
TR-000980;FUNC-0455;Excel Avançado;Técnico;8;2024-09-16;2024-09-17;Concluído;6,4;EAD;1;False
TR-000981;FUNC-0455;Design Thinking;Técnico;16;2024-02-24;2024-02-26;Concluído;8,1;Híbrido;2;False
TR-000982;FUNC-0457;Gestão de Conflitos;Comportamental;8;2022-08-24;2022-08-25;Concluído;7,2;Presencial;1;False
TR-000983;FUNC-0458;Python para Análise de Dados;Técnico;40;2024-11-07;2024-11-12;Concluído;8,9;EAD;5;False
TR-000984;FUNC-0459;Comunicação Não-Violenta;Comportamental;8;2016-07-26;2016-07-27;Não Concluído;;Presencial;1;False
TR-000985;FUNC-0459;Gestão Ágil de Projetos;Técnico;24;2021-03-20;2021-03-23;Concluído;6,2;Híbrido;3;False
TR-000986;FUNC-0461;Excel Avançado;Técnico;8;2023-10-19;2023-10-20;Concluído;8,9;EAD;1;False
TR-000987;FUNC-0462;Inglês Corporativo;Idioma;60;2024-09-10;2024-09-17;Concluído;9,2;EAD;7;False
TR-000988;FUNC-0462;Power BI do Zero ao Avançado;Técnico;20;2024-09-06;2024-09-08;Não Concluído;;EAD;2;False
TR-000989;FUNC-0463;Inglês Corporativo;Idioma;60;2024-04-17;2024-04-24;Concluído;6,7;EAD;7;False
TR-000990;FUNC-0464;Onboarding Corporativo;Institucional;8;2024-01-12;2024-01-13;Concluído;8,3;Híbrido;1;False
TR-000991;FUNC-0464;Power BI do Zero ao Avançado;Técnico;20;2024-07-27;2024-07-29;Concluído;7,4;EAD;2;False
TR-000992;FUNC-0464;Excel Avançado;Técnico;8;2023-08-24;2023-08-25;Concluído;7,1;EAD;1;False
TR-000993;FUNC-0464;Onboarding Corporativo;Institucional;8;2024-03-11;2024-03-12;Concluído;8,9;Híbrido;1;False
TR-000994;FUNC-0465;Gestão de Conflitos;Comportamental;8;2024-06-15;2024-06-16;Em Andamento;;Presencial;1;False
TR-000995;FUNC-0465;Gestão Ágil de Projetos;Técnico;24;2023-08-29;2023-09-01;Concluído;5,7;Híbrido;3;False
TR-000996;FUNC-0465;Gestão Ágil de Projetos;Técnico;24;2024-03-23;2024-03-26;Não Concluído;;Híbrido;3;False
TR-000997;FUNC-0465;Segurança do Trabalho NR-35;Obrigatório;4;2024-02-10;2024-02-11;Não Concluído;;Presencial;1;False
TR-000998;FUNC-0466;Liderança Situacional;Comportamental;16;2020-05-28;2020-05-30;Concluído;6,6;Presencial;2;False
TR-000999;FUNC-0466;Onboarding Corporativo;Institucional;8;2024-03-06;2024-03-07;Concluído;5,9;Híbrido;1;False
TR-001000;FUNC-0467;Comunicação Não-Violenta;Comportamental;8;2024-10-06;2024-10-07;Não Concluído;;Presencial;1;False
TR-001001;FUNC-0467;Finanças para Não Financeiros;Técnico;12;2018-11-17;2018-11-18;Concluído;7,5;EAD;1;False
TR-001002;FUNC-0468;Segurança do Trabalho NR-35;Obrigatório;4;2018-10-01;2018-10-02;Em Andamento;;Presencial;1;False
TR-001003;FUNC-0470;Vendas Consultivas B2B;Técnico;16;2024-08-31;2024-09-02;Não Concluído;;Presencial;2;False
TR-001004;FUNC-0470;Vendas Consultivas B2B;Técnico;16;2024-04-15;2024-04-17;Não Concluído;;Presencial;2;False
TR-001005;FUNC-0470;Excel Avançado;Técnico;8;2024-09-18;2024-09-19;Não Concluído;;EAD;1;False
TR-001006;FUNC-0470;Gestão de Conflitos;Comportamental;8;2023-12-21;2023-12-22;Concluído;6,2;Presencial;1;False
TR-001007;FUNC-0471;LGPD na Prática;Compliance;4;2019-12-13;2019-12-14;Concluído;7,3;EAD;1;False
TR-001008;FUNC-0473;Gestão Ágil de Projetos;Técnico;24;2022-10-07;2022-10-10;Concluído;9,4;Híbrido;3;False
TR-001009;FUNC-0473;Excel Avançado;Técnico;8;2019-04-26;2019-04-27;Não Concluído;;EAD;1;False
TR-001010;FUNC-0473;Comunicação Não-Violenta;Comportamental;8;2019-08-15;2019-08-16;Não Concluído;;Presencial;1;False
TR-001011;FUNC-0474;Segurança do Trabalho NR-35;Obrigatório;4;2023-10-05;2023-10-06;Concluído;5,7;Presencial;1;False
TR-001012;FUNC-0475;Gestão de Conflitos;Comportamental;8;2020-03-10;2020-03-11;Concluído;6,5;Presencial;1;False
TR-001013;FUNC-0475;Liderança Situacional;Comportamental;16;2024-01-13;2024-01-15;Concluído;8,0;Presencial;2;False
TR-001014;FUNC-0475;Excel Avançado;Técnico;8;2021-09-24;2021-09-25;Concluído;9,1;EAD;1;False
TR-001015;FUNC-0476;Programa de Desenvolvimento de Líderes;Comportamental;40;2024-09-20;2024-09-25;Concluído;8,6;Presencial;5;False
TR-001016;FUNC-0477;Power BI do Zero ao Avançado;Técnico;20;2024-08-14;2024-08-16;Concluído;6,7;EAD;2;False
TR-001017;FUNC-0478;Comunicação Não-Violenta;Comportamental;8;2021-04-08;2021-04-09;Não Concluído;;Presencial;1;False
TR-001018;FUNC-0478;Comunicação Não-Violenta;Comportamental;8;2022-01-06;2022-01-07;Não Concluído;;Presencial;1;False
TR-001019;FUNC-0478;Inglês Corporativo;Idioma;60;2023-10-01;2023-10-08;Concluído;6,8;EAD;7;False
TR-001020;FUNC-0480;Gestão de Conflitos;Comportamental;8;2023-05-22;2023-05-23;Não Concluído;;Presencial;1;False
TR-001021;FUNC-0480;Comunicação Não-Violenta;Comportamental;8;2023-07-08;2023-07-09;Em Andamento;;Presencial;1;False
TR-001022;FUNC-0480;Gestão de Conflitos;Comportamental;8;2024-07-21;2024-07-22;Concluído;9,2;Presencial;1;False
TR-001023;FUNC-0485;LGPD na Prática;Compliance;4;2023-09-20;2023-09-21;Concluído;7,0;EAD;1;False
TR-001024;FUNC-0485;Design Thinking;Técnico;16;2017-04-28;2017-04-30;Concluído;5,9;Híbrido;2;False
TR-001025;FUNC-0487;Excel Avançado;Técnico;8;2023-06-13;2023-06-14;Concluído;6,1;EAD;1;False
TR-001026;FUNC-0487;Programa de Desenvolvimento de Líderes;Comportamental;40;2023-08-27;2023-09-01;Concluído;7,9;Presencial;5;False
TR-001027;FUNC-0487;Gestão Ágil de Projetos;Técnico;24;2022-09-01;2022-09-04;Concluído;9,3;Híbrido;3;False
TR-001028;FUNC-0488;Vendas Consultivas B2B;Técnico;16;2018-10-16;2018-10-18;Concluído;7,7;Presencial;2;False
TR-001029;FUNC-0491;Finanças para Não Financeiros;Técnico;12;2024-10-02;2024-10-03;Concluído;5,6;EAD;1;False
TR-001030;FUNC-0491;Programa de Desenvolvimento de Líderes;Comportamental;40;2023-07-27;2023-08-01;Não Concluído;;Presencial;5;False
TR-001031;FUNC-0492;Excel Avançado;Técnico;8;2024-02-21;2024-02-22;Não Concluído;;EAD;1;False
TR-001032;FUNC-0492;Excel Avançado;Técnico;8;2022-03-22;2022-03-23;Concluído;7,6;EAD;1;False
TR-001033;FUNC-0492;Power BI do Zero ao Avançado;Técnico;20;2023-03-22;2023-03-24;Concluído;6,7;EAD;2;False
TR-001034;FUNC-0492;Design Thinking;Técnico;16;2023-05-13;2023-05-15;Não Concluído;;Híbrido;2;False
TR-001035;FUNC-0493;LGPD na Prática;Compliance;4;2022-02-19;2022-02-20;Concluído;9,2;EAD;1;False
TR-001036;FUNC-0493;Liderança Situacional;Comportamental;16;2024-03-22;2024-03-24;Concluído;8,8;Presencial;2;False
TR-001037;FUNC-0493;Power BI do Zero ao Avançado;Técnico;20;2022-06-02;2022-06-04;Concluído;7,8;EAD;2;False
TR-001038;FUNC-0493;Finanças para Não Financeiros;Técnico;12;2022-03-13;2022-03-14;Não Concluído;;EAD;1;False
TR-001039;FUNC-0494;Programa de Desenvolvimento de Líderes;Comportamental;40;2022-07-22;2022-07-27;Concluído;9,4;Presencial;5;False
TR-001040;FUNC-0494;Segurança do Trabalho NR-35;Obrigatório;4;2017-09-14;2017-09-15;Concluído;7,6;Presencial;1;False
TR-001041;FUNC-0495;Python para Análise de Dados;Técnico;40;2024-10-16;2024-10-21;Concluído;8,9;EAD;5;False
TR-001042;FUNC-0496;Python para Análise de Dados;Técnico;40;2024-06-24;2024-06-29;Concluído;7,6;EAD;5;False
TR-001043;FUNC-0496;Gestão Ágil de Projetos;Técnico;24;2024-06-24;2024-06-27;Concluído;8,7;Híbrido;3;False
TR-001044;FUNC-0497;Python para Análise de Dados;Técnico;40;2024-05-13;2024-05-18;Concluído;8,3;EAD;5;False
TR-001045;FUNC-0497;Power BI do Zero ao Avançado;Técnico;20;2023-06-12;2023-06-14;Concluído;5,9;EAD;2;False
TR-001046;FUNC-0498;Vendas Consultivas B2B;Técnico;16;2023-07-25;2023-07-27;Concluído;9,8;Presencial;2;False
TR-001047;FUNC-0498;LGPD na Prática;Compliance;4;2021-11-12;2021-11-13;Concluído;9,1;EAD;1;False
TR-001048;FUNC-0498;Inglês Corporativo;Idioma;60;2021-10-19;2021-10-26;Concluído;6,0;EAD;7;False
TR-001049;FUNC-0498;Onboarding Corporativo;Institucional;8;2023-10-21;2023-10-22;Em Andamento;;Híbrido;1;False
TR-001050;FUNC-0498;Finanças para Não Financeiros;Técnico;12;2023-04-06;2023-04-07;Concluído;9,0;EAD;1;False
TR-001051;FUNC-0499;Finanças para Não Financeiros;Técnico;12;2024-08-30;2024-08-31;Concluído;9,4;EAD;1;False
TR-001052;FUNC-0499;Design Thinking;Técnico;16;2024-09-30;2024-10-02;Em Andamento;;Híbrido;2;False
TR-001053;FUNC-0500;Segurança do Trabalho NR-35;Obrigatório;4;2022-12-27;2022-12-28;Concluído;8,8;Presencial;1;False
TR-001054;FUNC-0500;Onboarding Corporativo;Institucional;8;2022-01-15;2022-01-16;Em Andamento;;Híbrido;1;False
TR-001055;FUNC-0500;Finanças para Não Financeiros;Técnico;12;2024-11-23;2024-11-24;Não Concluído;;EAD;1;False
TR-001056;FUNC-0501;Segurança do Trabalho NR-35;Obrigatório;4;2022-11-26;2022-11-27;Não Concluído;;Presencial;1;False
TR-001057;FUNC-0501;Gestão Ágil de Projetos;Técnico;24;2022-02-08;2022-02-11;Concluído;9,2;Híbrido;3;False
TR-001058;FUNC-0501;Comunicação Não-Violenta;Comportamental;8;2023-07-19;2023-07-20;Concluído;8,3;Presencial;1;False
TR-001059;FUNC-0502;Programa de Desenvolvimento de Líderes;Comportamental;40;2023-01-25;2023-01-30;Concluído;5,6;Presencial;5;False
TR-001060;FUNC-0502;Vendas Consultivas B2B;Técnico;16;2023-07-20;2023-07-22;Concluído;7,8;Presencial;2;False
TR-001061;FUNC-0502;Programa de Desenvolvimento de Líderes;Comportamental;40;2022-03-02;2022-03-07;Não Concluído;;Presencial;5;False
TR-001062;FUNC-0505;Gestão Ágil de Projetos;Técnico;24;2024-08-01;2024-08-04;Não Concluído;;Híbrido;3;False
TR-001063;FUNC-0506;Python para Análise de Dados;Técnico;40;2024-03-28;2024-04-02;Concluído;6,6;EAD;5;False
TR-001064;FUNC-0507;Finanças para Não Financeiros;Técnico;12;2022-09-29;2022-09-30;Concluído;9,3;EAD;1;False
TR-001065;FUNC-0507;Power BI do Zero ao Avançado;Técnico;20;2023-04-19;2023-04-21;Concluído;6,7;EAD;2;False
TR-001066;FUNC-0507;Finanças para Não Financeiros;Técnico;12;2023-01-11;2023-01-12;Concluído;6,8;EAD;1;False
TR-001067;FUNC-0507;LGPD na Prática;Compliance;4;2024-05-06;2024-05-07;Concluído;6,5;EAD;1;False
TR-001068;FUNC-0508;Gestão de Conflitos;Comportamental;8;2023-06-21;2023-06-22;Concluído;7,2;Presencial;1;False
TR-001069;FUNC-0508;Inglês Corporativo;Idioma;60;2023-06-01;2023-06-08;Concluído;5,8;EAD;7;False
